word,surprisal
Il,0.0
contadino,13.169662475585938
astrologo,30.424331665039062
Un,5.331088542938232
Re,13.189411163330078
aveva,9.710855484008789
perduto,8.872856140136719
un,4.698036193847656
anello,9.805018424987793
prezioso,11.644256591796875
Cerca,10.448982238769531
qua,19.154972076416016
cerca,10.038982391357422
là,3.6862430572509766
non,5.414169788360596
si,4.303650379180908
trova,6.727365493774414
Mise,17.56931495666504
fuori,8.296382904052734
un,3.4820783138275146
bando,15.403360366821289
che,5.490825653076172
se,9.577242851257324
un,8.152953147888184
astrologo,10.76157283782959
gli,3.088543176651001
sa,10.844682693481445
dire,4.9693803787231445
dov',6.444278717041016
è,3.387171745300293
lo,5.3305439949035645
fa,3.1806914806365967
ricco,15.570823669433594
per,5.361045837402344
tutta,6.593572616577148
la,0.2066870927810669
vita,1.5500088930130005
C',8.531908988952637
era,4.679310321807861
un,1.7054483890533447
contadino,8.103822708129883
senza,7.668846130371094
un,4.568188190460205
soldo,4.938737869262695
che,3.396088123321533
non,3.3664512634277344
sapeva,3.7783424854278564
né,5.7947282791137695
leggere,3.1912474632263184
né,0.17967192828655243
scrivere,1.7241121530532837
e,3.240151882171631
si,5.586743354797363
chiamava,5.143016338348389
Gàmbara,27.101449966430664
Sarà,17.324077606201172
tanto,8.833640098571777
difficile,5.527328968048096
far,7.060773849487305
l',7.207370758056641
astrologo,7.885444641113281
si,6.032720565795898
disse,6.123530387878418
Mi,6.329555988311768
ci,8.73298454284668
voglio,7.83447790145874
provare,11.649688720703125
E,3.803093671798706
andò,14.466995239257812
dal,6.762548923492432
Re,1.8361722230911255
che,4.835878849029541
lo,3.2891008853912354
prese,5.09047269821167
in,2.880279302597046
parola,13.835372924804688
e,2.46626877784729
lo,1.243133306503296
chiuse,9.41125774383545
a,5.307819843292236
studiare,10.60148811340332
in,6.874159812927246
una,2.947929859161377
stanza,5.550694942474365
Dove,9.229562759399414
c',5.281277179718018
erano,4.9483962059021
solo,8.278406143188477
un,2.7449097633361816
letto,12.843669891357422
e,4.102137088775635
un,4.858246326446533
tavolo,12.212301254272461
con,5.625561237335205
un,0.567011296749115
gran,8.595680236816406
libraccio,24.873741149902344
d',12.304553031921387
astrologia,34.08855056762695
e,2.5466883182525635
penna,14.29260540008545
carta,17.809589385986328
e,4.852425575256348
calamaio,34.536495208740234
Gàmbara,29.855918884277344
si,7.63209867477417
sedette,18.334867477416992
al,9.954668998718262
tavolo,8.70451545715332
e,5.497109889984131
cominciò,13.831425666809082
a,5.025461673736572
scartabellare,63.592918395996094
il,6.946602821350098
libro,13.590656280517578
senza,10.507261276245117
capirci,33.67382049560547
niente,13.297731399536133
e,5.474351406097412
a,8.028732299804688
farci,12.075096130371094
dei,13.546629905700684
segni,11.58609676361084
con,7.860261917114258
la,6.797698974609375
penna,8.43241024017334
Siccome,13.394887924194336
non,3.913949966430664
sapeva,2.3526365756988525
scrivere,24.785335540771484
venivano,17.530460357666016
fuori,5.1410322189331055
dei,11.152459144592285
segni,11.760544776916504
ben,14.448697090148926
strani,20.39740562438965
e,2.09397292137146
i,9.734742164611816
servi,11.33006477355957
che,5.337752819061279
entravano,22.321311950683594
due,8.875471115112305
volte,6.423108100891113
al,10.782766342163086
giorno,9.203301429748535
a,9.595959663391113
portargli,17.108243942260742
da,12.789485931396484
mangiare,13.061920166015625
si,3.833761215209961
fecero,16.2556209564209
l',8.792048454284668
idea,20.14689064025879
che,6.272238731384277
fosse,10.094120979309082
un,4.185869216918945
astrologo,10.892180442810059
sapiente,23.92888069152832
Questi,11.521466255187988
servi,11.328048706054688
erano,12.508254051208496
stati,19.36405372619629
loro,15.124902725219727
a,10.407835960388184
rubare,9.770585060119629
l',10.265785217285156
anello,22.764760971069336
e,1.9932689666748047
con,9.563557624816895
la,7.898942470550537
coscienza,12.944838523864746
sporca,21.115755081176758
che,10.200737953186035
avevano,14.796985626220703
le,10.542637825012207
occhiatacce,55.04186248779297
che,3.5254626274108887
rivolgeva,33.183902740478516
loro,15.854596138000488
Gàmbara,51.67366409301758
ogni,13.39783763885498
volta,3.3688271045684814
che,5.99637508392334
entravano,27.560810089111328
per,8.000336647033691
darsi,21.827823638916016
aria,23.967391967773438
d',15.353283882141113
uomo,15.063291549682617
d',16.200489044189453
autorità,29.869613647460938
parevano,28.17892074584961
loro,17.31475067138672
occhiate,31.93231201171875
di,11.003117561340332
sospetto,16.259164810180664
Cominciarono,38.150917053222656
ad,14.201824188232422
aver,12.722805976867676
paura,13.53443717956543
d',14.173198699951172
essere,15.5689115524292
scoperti,22.149173736572266
e,1.8029271364212036
non,3.7675576210021973
la,13.640266418457031
finivano,26.21443748474121
più,12.570874214172363
con,9.93395709991455
le,8.759180068969727
riverenze,33.190574645996094
Gàmbara,44.43794631958008
che,2.7687618732452393
astrologo,26.16469955444336
non,8.624157905578613
era,10.065945625305176
ma,4.0074381828308105
contadino,25.084333419799805
e,1.770300269126892
perciò,18.465452194213867
malizioso,41.140804290771484
subito,14.552239418029785
aveva,11.253230094909668
pensato,11.385594367980957
che,8.174798011779785
i,9.575943946838379
servi,11.300651550292969
dovessero,27.858394622802734
saperne,23.44572639465332
qualcosa,12.626986503601074
E,4.963022232055664
pensò,13.432658195495605
di,11.472821235656738
farli,17.92071533203125
cascare,32.18872833251953
in,10.996633529663086
un,2.6935598850250244
inganno,16.238056182861328
Un,6.299837112426758
giorno,12.759916305541992
all',13.576194763183594
ora,16.422700881958008
in,10.923523902893066
cui,6.924187183380127
gli,5.937347412109375
portarono,13.579015731811523
il,3.893770456314087
pranzo,26.029436111450195
si,3.7318718433380127
nascose,38.12197494506836
sotto,12.36023235321045
il,2.625657558441162
letto,14.400674819946289
Entrò,24.905750274658203
il,8.14100456237793
primo,6.279271125793457
dei,15.136637687683105
servi,9.882619857788086
e,5.081769943237305
non,3.1904115676879883
vide,13.424026489257812
nessuno,12.575196266174316
Di,8.018401145935059
sotto,12.546127319335938
il,2.2779359817504883
letto,16.34166145324707
Gàmbara,45.22866439819336
disse,14.173020362854004
forte,26.730205535888672
E,5.238941192626953
uno,19.014530181884766
il,6.996927261352539
servo,11.575918197631836
lasciò,26.858076095581055
il,3.9959495067596436
piatto,13.602261543273926
e,5.118835926055908
si,1.737192153930664
ritirò,21.538227081298828
spaventato,31.296085357666016
Entrò,24.001115798950195
il,8.9110107421875
secondo,12.385736465454102
servo,32.032623291015625
E,5.758570671081543
due,19.813444137573242
e,5.537511825561523
scappò,13.438124656677246
via,12.052467346191406
anche,10.959386825561523
lui,4.7077741622924805
Entrò,24.38223648071289
il,7.531581878662109
terzo,21.495681762695312
E,5.669429302215576
tre,21.45160484313965
I,9.985849380493164
servi,11.027385711669922
si,8.358047485351562
consultarono,55.42231750488281
Ormai,14.834738731384277
siamo,19.659509658813477
scoperti,22.540813446044922
se,7.832843780517578
l',4.941121578216553
astrologo,44.3663330078125
ci,12.707554817199707
accusa,20.446321487426758
al,11.768378257751465
Re,4.526222229003906
siamo,18.454662322998047
spacciati,36.14703369140625
Così,16.98978042602539
decisero,21.714744567871094
d',15.135285377502441
andare,24.0733699798584
dall',16.13961410522461
astrologo,50.864994049072266
e,7.1535749435424805
confessargli,45.602195739746094
il,6.982041358947754
furto,15.108022689819336
Noi,14.861993789672852
siamo,16.88357925415039
povera,16.16530418395996
gente,16.258644104003906
gli,8.329690933227539
fecero,20.174907684326172
e,5.407375812530518
se,6.929807186126709
dite,26.179243087768555
al,10.284098625183105
Re,1.4513211250305176
quel,12.254317283630371
che,3.2656450271606445
avete,18.313337326049805
scoperto,9.731159210205078
siamo,18.53570556640625
perduti,37.765594482421875
Io,11.747766494750977
non,3.8280575275421143
vi,13.937045097351074
tradirò,41.57548904418945
però,14.805085182189941
voi,22.285778045654297
fate,20.675466537475586
quel,8.410348892211914
che,4.768861293792725
vi,13.784618377685547
dico,16.319683074951172
Prendete,32.64161682128906
l',8.187946319580078
anello,21.016633987426758
e,7.556628704071045
fatelo,23.86309814453125
inghiottire,81.53851318359375
a,8.91987419128418
quel,5.046347141265869
tacchino,29.140674591064453
che,7.710392475128174
c',6.49560546875
è,9.988961219787598
laggiù,23.01593017578125
in,12.747153282165527
cortile,16.277570724487305
Poi,9.928350448608398
lasciate,23.430465698242188
fare,19.394969940185547
a,7.907461166381836
me,9.581801414489746
Il,6.154483795166016
giorno,8.960729598999023
dopo,10.388070106506348
Gàmbara,48.480316162109375
si,7.627554893493652
presentò,19.81470489501953
al,9.656389236450195
Re,1.8957144021987915
e,5.422704696655273
gli,6.418392658233643
disse,3.9472274780273438
che,5.094685077667236
dopo,10.59538459777832
lunghi,17.540725708007812
studi,20.095436096191406
era,10.097949028015137
riuscito,11.370196342468262
a,7.922143936157227
sapere,10.548762321472168
dov',4.23252010345459
era,14.970746040344238
l',10.639634132385254
anello,20.28628158569336
E,5.804500579833984
dov',8.867949485778809
è,23.019596099853516
L',9.035969734191895
ha,15.072356224060059
inghiottito,79.7999267578125
un,6.513156414031982
tacchino,29.9337100982666
Fu,12.468424797058105
sventrato,23.187959671020508
il,8.885042190551758
tacchino,29.440574645996094
e,7.112006187438965
si,2.2189319133758545
trovò,14.415923118591309
l',6.490420818328857
anello,21.177776336669922
Il,6.368481159210205
Re,0.6638814210891724
colmò,33.035675048828125
di,11.521312713623047
ricchezze,15.758566856384277
l',12.000091552734375
astrologo,48.131874084472656
e,7.632396221160889
diede,10.23142147064209
un,4.967790603637695
pranzo,21.65951156616211
in,13.056466102600098
suo,6.931467056274414
onore,18.676687240600586
Tra,19.091150283813477
le,6.800762176513672
tante,12.362983703613281
pietanze,23.86505699157715
fu,11.808225631713867
portato,14.029350280761719
in,8.49181842803955
tavola,12.163028717041016
un,10.740199089050293
piatto,12.373250961303711
di,9.482735633850098
gamberi,43.80222702026367
Bisogna,13.789475440979004
sapere,17.60148811340332
che,2.911315441131592
in,9.449152946472168
quel,5.504692554473877
paese,14.249656677246094
era,9.32189655303955
la,8.925308227539062
prima,7.609704494476318
volta,13.845244407653809
che,6.846731185913086
se,1.2045336961746216
ne,6.371710777282715
vedevano,22.278974533081055
regalo,19.66115379333496
d',12.233930587768555
un,13.127281188964844
Re,13.689281463623047
d',13.411391258239746
altro,15.945054054260254
paese,21.212308883666992
Tu,13.688079833984375
che,6.072708606719971
sei,13.222060203552246
astrologo,24.809003829956055
disse,7.258594989776611
il,5.205569267272949
Re,2.333338737487793
al,13.74436092376709
contadino,8.74902629852295
dovresti,22.440933227539062
sapermi,30.43911361694336
dire,20.20893096923828
come,10.1722993850708
si,1.8958139419555664
chiamano,13.181929588317871
questi,15.218877792358398
che,7.80847692489624
sono,15.641189575195312
qui,11.192708969116211
nel,17.7454833984375
piatto,12.612852096557617
Il,6.481738090515137
poveretto,24.25299644470215
di,12.136114120483398
bestie,14.425007820129395
così,18.34779930114746
non,6.026086807250977
ne,10.046350479125977
aveva,2.0227208137512207
mai,14.47081470489502
viste,25.88982391357422
E,5.663213729858398
disse,7.405515670776367
tra,11.340055465698242
sé,8.976940155029297
a,8.172652244567871
mezza,7.528006553649902
voce,31.922147750854492
Ah,14.381855964660645
Gàmbara,49.39606475830078
Gàmbara,48.58154296875
Sei,12.703163146972656
finito,17.56807518005371
male,18.040435791015625
Bravo,24.72329330444336
disse,8.471322059631348
il,4.875432014465332
Re,5.3949875831604
Hai,15.561445236206055
indovinato,54.78849792480469
quello,8.959500312805176
è,8.96672248840332
il,5.0108771324157715
nome,21.221275329589844
gamberi,65.20132446289062
Sei,12.497511863708496
il,5.290785312652588
più,12.697587966918945
grande,11.849889755249023
astrologo,22.963655471801758
del,18.85651969909668
mondo,7.417710304260254
